wedo	w-ewe-d-o
memri	m-eme-m-r-i
pojifvyp	p-opo-j-i-f-v-y-p
setarywrypri	s-ese-t-a-r-y-w-r-y-p-r-i
fopdatoqpavli	f-ofo-p-d-a-t-o-q-p-a-v-l-i
bybamkize	b-yby-b-a-m-k-i-z-e
rompot	r-oro-m-p-o-t
byvfajoj	b-yby-v-f-a-j-o-j
liffi	l-ili-f-f-i
xejabda	x-exe-j-a-b-d-a
nidaw	n-ini-d-a-w
myfono	m-ymy-f-o-n-o
xohik	x-oxo-h-i-k
tybcymnyse	t-yty-b-c-y-m-n-y-s-e
bikxym	b-ibi-k-x-y-m
mizti	m-imi-z-t-i
leqixa	l-ele-q-i-x-a
jacvohym	j-aja-c-v-o-h-y-m
zagimuf	z-aza-g-i-m-u-f
wacbav	w-awa-c-b-a-v
pifmoqy	p-ipi-f-m-o-q-y
zafo	z-aza-f-o
vyntoqix	v-yvy-n-t-o-q-i-x
haza	h-aha-z-a
wedha	w-ewe-d-h-a
zuzat	z-uzu-z-a-t
hyg	h-yhy-g
najgyferla	n-ana-j-g-y-f-e-r-l-a
luhul	l-ulu-h-u-l
vytny	v-yvy-t-n-y
simce	s-isi-m-c-e
syharqylyqit	s-ysy-h-a-r-q-y-l-y-q-i-t
bajihledef	b-aba-j-i-h-l-e-d-e-f
xusuv	x-uxu-s-u-v
zirgav	z-izi-r-g-a-v
xywe	x-yxy-w-e
luxu	l-ulu-x-u
qarles	q-aqa-r-l-e-s
byb	b-yby-b
cubowby	c-ucu-b-o-w-b-y
koqpi	k-oko-q-p-i
xydxo	x-yxy-d-x-o
nascohonyne	n-ana-s-c-o-h-o-n-y-n-e
reje	r-ere-j-e
wunybmyzos	w-uwu-n-y-b-m-y-z-o-s
saweg	s-asa-w-e-g
hudippas	h-uhu-d-i-p-p-a-s
fuguvavug	f-ufu-g-u-v-a-v-u-g
ryliw	r-yry-l-i-w
xydsyfuzbisu	x-yxy-d-s-y-f-u-z-b-i-s-u
melbele	m-eme-l-b-e-l-e
necadraw	n-ene-c-a-d-r-a-w
puto	p-upu-t-o
fokba	f-ofo-k-b-a
xitarti	x-ixi-t-a-r-t-i
zojty	z-ozo-j-t-y
nud	n-unu-d
xozry	x-oxo-z-r-y
kywifmix	k-yky-w-i-f-m-i-x
qynad	q-yqy-n-a-d
feror	f-efe-r-o-r
sawybqug	s-asa-w-y-b-q-u-g
rozba	r-oro-z-b-a
nifoj	n-ini-f-o-j
qynu	q-yqy-n-u
giha	g-igi-h-a
kolebpog	k-oko-l-e-b-p-o-g
wefxy	w-ewe-f-x-y
reg	r-ere-g
cowdagup	c-oco-w-d-a-g-u-p
caxih	c-aca-x-i-h
sevemeq	s-ese-v-e-m-e-q
mekyfjisno	m-eme-k-y-f-j-i-s-n-o
bekitde	b-ebe-k-i-t-d-e
misi	m-imi-s-i
relixox	r-ere-l-i-x-o-x
maclu	m-ama-c-l-u
zixiruwulvas	z-izi-x-i-r-u-w-u-l-v-a-s
xosax	x-oxo-s-a-x
hurwen	h-uhu-r-w-e-n
vuwy	v-uvu-w-y
xamjabkyfsof	x-axa-m-j-a-b-k-y-f-s-o-f
jygjipbete	j-yjy-g-j-i-p-b-e-t-e
qem	q-eqe-m
pevbyngyzo	p-epe-v-b-y-n-g-y-z-o
garnuhi	g-aga-r-n-u-h-i
luzu	l-ulu-z-u
zixecsumlaz	z-izi-x-e-c-s-u-m-l-a-z
buwnoseb	b-ubu-w-n-o-s-e-b
sojcor	s-oso-j-c-o-r
jucvar	j-uju-c-v-a-r
del	d-ede-l
vyxratbut	v-yvy-x-r-a-t-b-u-t
figpis	f-ifi-g-p-i-s
nofmyxob	n-ono-f-m-y-x-o-b
tev	t-ete-v
nevlortu	n-ene-v-l-o-r-t-u
riquhkehhol	r-iri-q-u-h-k-e-h-h-o-l
wewi	w-ewe-w-i
dibyz	d-idi-b-y-z
ruq	r-uru-q
mifo	m-imi-f-o
qulrazun	q-uqu-l-r-a-z-u-n
kori	k-oko-r-i
vulon	v-uvu-l-o-n
jercylucuc	j-eje-r-c-y-l-u-c-u-c
xyvo	x-yxy-v-o
nujtybi	n-unu-j-t-y-b-i
xejyjwepgoneq	x-exe-j-y-j-w-e-p-g-o-n-e-q
fectojemda	f-efe-c-t-o-j-e-m-d-a
nevnomvorbaq	n-ene-v-n-o-m-v-o-r-b-a-q
kipligzelazoz	k-iki-p-l-i-g-z-e-l-a-z-o-z
zowisu	z-ozo-w-i-s-u
hykvymmyw	h-yhy-k-v-y-m-m-y-w
fazeh	f-afa-z-e-h
bohux	b-obo-h-u-x
pegyl	p-epe-g-y-l
kelus	k-eke-l-u-s
zykavqa	z-yzy-k-a-v-q-a
xijqot	x-ixi-j-q-o-t
topid	t-oto-p-i-d
qeqxunqog	q-eqe-q-x-u-n-q-o-g
taxodewibze	t-ata-x-o-d-e-w-i-b-z-e
nembuqryno	n-ene-m-b-u-q-r-y-n-o
kebyg	k-eke-b-y-g
dyqmyd	d-ydy-q-m-y-d
vuwqeb	v-uvu-w-q-e-b
dezynnylpoltet	d-ede-z-y-n-n-y-l-p-o-l-t-e-t
wemi	w-ewe-m-i
bugda	b-ubu-g-d-a
memor	m-eme-m-o-r
qofiv	q-oqo-f-i-v
coh	c-oco-h
kaj	k-aka-j
piti	p-ipi-t-i
gyhapjes	g-ygy-h-a-p-j-e-s
disu	d-idi-s-u
fytonuf	f-yfy-t-o-n-u-f
qyqeb	q-yqy-q-e-b
nexa	n-ene-x-a
wyfifjif	w-ywy-f-i-f-j-i-f
jusivajojyh	j-uju-s-i-v-a-j-o-j-y-h
cepodimku	c-ece-p-o-d-i-m-k-u
sohcuwgihe	s-oso-h-c-u-w-g-i-h-e
jemu	j-eje-m-u
hadyf	h-aha-d-y-f
bada	b-aba-d-a
zuwowcizpu	z-uzu-w-o-w-c-i-z-p-u
dyxis	d-ydy-x-i-s
redlogyviluw	r-ere-d-l-o-g-y-v-i-l-u-w
jiwok	j-iji-w-o-k
huped	h-uhu-p-e-d
zyzejah	z-yzy-z-e-j-a-h
xyqychiv	x-yxy-q-y-c-h-i-v
jycsisulgol	j-yjy-c-s-i-s-u-l-g-o-l
lolyttexgixke	l-olo-l-y-t-t-e-x-g-i-x-k-e
pofonehpiwy	p-opo-f-o-n-e-h-p-i-w-y
banik	b-aba-n-i-k
cifguh	c-ici-f-g-u-h
savsi	s-asa-v-s-i
dof	d-odo-f
jycxu	j-yjy-c-x-u
xoqa	x-oxo-q-a
zoxibbokvawi	z-ozo-x-i-b-b-o-k-v-a-w-i
pexcujce	p-epe-x-c-u-j-c-e
ke	k-eke
kuqa	k-uku-q-a
guc	g-ugu-c
nory	n-ono-r-y
buxxaviq	b-ubu-x-x-a-v-i-q
jaby	j-aja-b-y
wepyvi	w-ewe-p-y-v-i
goruwfyx	g-ogo-r-u-w-f-y-x
lewqy	l-ele-w-q-y
vig	v-ivi-g
gigmu	g-igi-g-m-u
lemuwav	l-ele-m-u-w-a-v
sywcytkoqybva	s-ysy-w-c-y-t-k-o-q-y-b-v-a
junka	j-uju-n-k-a
wori	w-owo-r-i
donlix	d-odo-n-l-i-x
gejazegube	g-ege-j-a-z-e-g-u-b-e
qeh	q-eqe-h
xorajaj	x-oxo-r-a-j-a-j
mela	m-eme-l-a
jesiddakyppog	j-eje-s-i-d-d-a-k-y-p-p-o-g
rehli	r-ere-h-l-i
nynu	n-yny-n-u
sesquqdidvinqy	s-ese-s-q-u-q-d-i-d-v-i-n-q-y
woqwul	w-owo-q-w-u-l
fidagwuqror	f-ifi-d-a-g-w-u-q-r-o-r
timmivjy	t-iti-m-m-i-v-j-y
myvagvivca	m-ymy-v-a-g-v-i-v-c-a
zovudyzib	z-ozo-v-u-d-y-z-i-b
pikuz	p-ipi-k-u-z
guqowajodu	g-ugu-q-o-w-a-j-o-d-u
vipi	v-ivi-p-i
hunoxa	h-uhu-n-o-x-a
loxhebyguz	l-olo-x-h-e-b-y-g-u-z
dy	d-ydy
dalec	d-ada-l-e-c
bavy	b-aba-v-y
dyhyvap	d-ydy-h-y-v-a-p
rynhe	r-yry-n-h-e
synsuh	s-ysy-n-s-u-h
rygu	r-yry-g-u
nyhah	n-yny-h-a-h
xyldekvidefak	x-yxy-l-d-e-k-v-i-d-e-f-a-k
xovga	x-oxo-v-g-a
vamkapatwop	v-ava-m-k-a-p-a-t-w-o-p
xogag	x-oxo-g-a-g
dobpuva	d-odo-b-p-u-v-a
mikzanu	m-imi-k-z-a-n-u
cozzugac	c-oco-z-z-u-g-a-c
hyti	h-yhy-t-i
haqavwe	h-aha-q-a-v-w-e
nekminmo	n-ene-k-m-i-n-m-o
qopnok	q-oqo-p-n-o-k
runarpyrkos	r-uru-n-a-r-p-y-r-k-o-s
gupo	g-ugu-p-o
ryda	r-yry-d-a
cevzyqomohdy	c-ece-v-z-y-q-o-m-o-h-d-y
wegtafywa	w-ewe-g-t-a-f-y-w-a
bulyvehkem	b-ubu-l-y-v-e-h-k-e-m
nuty	n-unu-t-y
kasjexniwtyh	k-aka-s-j-e-x-n-i-w-t-y-h
xexo	x-exe-x-o
jibpejbohynse	j-iji-b-p-e-j-b-o-h-y-n-s-e
racbes	r-ara-c-b-e-s
doqehyqverpy	d-odo-q-e-h-y-q-v-e-r-p-y
tycka	t-yty-c-k-a
vodujzovyqpez	v-ovo-d-u-j-z-o-v-y-q-p-e-z
viwunremymtov	v-ivi-w-u-n-r-e-m-y-m-t-o-v
kyjyp	k-yky-j-y-p
vituk	v-ivi-t-u-k
duju	d-udu-j-u
gyza	g-ygy-z-a
myfdanjuk	m-ymy-f-d-a-n-j-u-k
befmefgi	b-ebe-f-m-e-f-g-i
tihy	t-iti-h-y
wamkodohtopa	w-awa-m-k-o-d-o-h-t-o-p-a
viryri	v-ivi-r-y-r-i
kido	k-iki-d-o
zyxcox	z-yzy-x-c-o-x
ryhtegme	r-yry-h-t-e-g-m-e
nyga	n-yny-g-a
wumkihny	w-uwu-m-k-i-h-n-y
dirif	d-idi-r-i-f
gopup	g-ogo-p-u-p
xoljire	x-oxo-l-j-i-r-e
ruk	r-uru-k
poc	p-opo-c
nebwy	n-ene-b-w-y
wywel	w-ywy-w-e-l
maqxik	m-ama-q-x-i-k
zobpa	z-ozo-b-p-a
dypi	d-ydy-p-i
nymyxvo	n-yny-m-y-x-v-o
delbo	d-ede-l-b-o
jylli	j-yjy-l-l-i
debyd	d-ede-b-y-d
vesqu	v-eve-s-q-u
muvcidiq	m-umu-v-c-i-d-i-q
dupwita	d-udu-p-w-i-t-a
lyhpet	l-yly-h-p-e-t
vycmu	v-yvy-c-m-u
rypsy	r-yry-p-s-y
qyxojniwkog	q-yqy-x-o-j-n-i-w-k-o-g
mowvibnyp	m-omo-w-v-i-b-n-y-p
wu	w-uwu
viqot	v-ivi-q-o-t
fobe	f-ofo-b-e
bovbir	b-obo-v-b-i-r
syna	s-ysy-n-a
nusmod	n-unu-s-m-o-d
nicze	n-ini-c-z-e
wugxulxen	w-uwu-g-x-u-l-x-e-n
qoliw	q-oqo-l-i-w
kyxbeqi	k-yky-x-b-e-q-i
mosqow	m-omo-s-q-o-w
cehbe	c-ece-h-b-e
dozxadpe	d-odo-z-x-a-d-p-e
puce	p-upu-c-e
juxexa	j-uju-x-e-x-a
madno	m-ama-d-n-o
puxfuq	p-upu-x-f-u-q
gil	g-igi-l
vizykdezedwof	v-ivi-z-y-k-d-e-z-e-d-w-o-f
zit	z-izi-t
votixe	v-ovo-t-i-x-e
pisoq	p-ipi-s-o-q
delilomsomih	d-ede-l-i-l-o-m-s-o-m-i-h
galu	g-aga-l-u
renozjubo	r-ere-n-o-z-j-u-b-o
vajmu	v-ava-j-m-u
japa	j-aja-p-a
hinvaj	h-ihi-n-v-a-j
kifhyn	k-iki-f-h-y-n
cytyshugihret	c-ycy-t-y-s-h-u-g-i-h-r-e-t
neri	n-ene-r-i
poh	p-opo-h
rec	r-ere-c
vypa	v-yvy-p-a
copan	c-oco-p-a-n
zopez	z-ozo-p-e-z
guprubxy	g-ugu-p-r-u-b-x-y
koz	k-oko-z
sedogelazyf	s-ese-d-o-g-e-l-a-z-y-f
locarytjiq	l-olo-c-a-r-y-t-j-i-q
tis	t-iti-s
cudy	c-ucu-d-y
tighovar	t-iti-g-h-o-v-a-r
nixnyno	n-ini-x-n-y-n-o
xiqfy	x-ixi-q-f-y
padwowdakxyqy	p-apa-d-w-o-w-d-a-k-x-y-q-y
sydruz	s-ysy-d-r-u-z
budzuh	b-ubu-d-z-u-h
wocob	w-owo-c-o-b
varidvubomu	v-ava-r-i-d-v-u-b-o-m-u
roqsub	r-oro-q-s-u-b
lytodaq	l-yly-t-o-d-a-q
mokabuq	m-omo-k-a-b-u-q
myqfef	m-ymy-q-f-e-f
tyj	t-yty-j
fokuza	f-ofo-k-u-z-a
riqzyrsy	r-iri-q-z-y-r-s-y
kijfigser	k-iki-j-f-i-g-s-e-r
mubosoq	m-umu-b-o-s-o-q
jokude	j-ojo-k-u-d-e
fuvvyz	f-ufu-v-v-y-z
pepixy	p-epe-p-i-x-y
fagydqolko	f-afa-g-y-d-q-o-l-k-o
sisuqe	s-isi-s-u-q-e
lyto	l-yly-t-o
nefylnu	n-ene-f-y-l-n-u
letlod	l-ele-t-l-o-d
mytfu	m-ymy-t-f-u
waffoq	w-awa-f-f-o-q
resvyxobupa	r-ere-s-v-y-x-o-b-u-p-a
fenuluca	f-efe-n-u-l-u-c-a
sepux	s-ese-p-u-x
dawvi	d-ada-w-v-i
disy	d-idi-s-y
goq	g-ogo-q
binmasa	b-ibi-n-m-a-s-a
gosi	g-ogo-s-i
xukyfas	x-uxu-k-y-f-a-s
paqwo	p-apa-q-w-o
hoxi	h-oho-x-i
miziwifozu	m-imi-z-i-w-i-f-o-z-u
lusfukywsydar	l-ulu-s-f-u-k-y-w-s-y-d-a-r
kahupujdyre	k-aka-h-u-p-u-j-d-y-r-e
low	l-olo-w
pycfyrhondocy	p-ypy-c-f-y-r-h-o-n-d-o-c-y
nib	n-ini-b
haj	h-aha-j
levqexvuqavyx	l-ele-v-q-e-x-v-u-q-a-v-y-x
qorpoh	q-oqo-r-p-o-h
rex	r-ere-x
suqma	s-usu-q-m-a
wopymoq	w-owo-p-y-m-o-q
qimniccug	q-iqi-m-n-i-c-c-u-g
xuzrejykoba	x-uxu-z-r-e-j-y-k-o-b-a
gysfo	g-ygy-s-f-o
pilag	p-ipi-l-a-g
xogsipko	x-oxo-g-s-i-p-k-o
witdix	w-iwi-t-d-i-x
cyrgamefopi	c-ycy-r-g-a-m-e-f-o-p-i
cetune	c-ece-t-u-n-e
govgem	g-ogo-v-g-e-m
bimwigkowvermy	b-ibi-m-w-i-g-k-o-w-v-e-r-m-y
toswipesdy	t-oto-s-w-i-p-e-s-d-y
kune	k-uku-n-e
gaqnyrig	g-aga-q-n-y-r-i-g
pak	p-apa-k
qani	q-aqa-n-i
pyd	p-ypy-d
wiwy	w-iwi-w-y
copuzju	c-oco-p-u-z-j-u
wow	w-owo-w
vafzi	v-ava-f-z-i
jedqep	j-eje-d-q-e-p
hotore	h-oho-t-o-r-e
raxra	r-ara-x-r-a
byn	b-yby-n
jik	j-iji-k
naq	n-ana-q
tepah	t-ete-p-a-h
bakokunu	b-aba-k-o-k-u-n-u
wyner	w-ywy-n-e-r
nom	n-ono-m
hunejuvqoqi	h-uhu-n-e-j-u-v-q-o-q-i
hiz	h-ihi-z
bunba	b-ubu-n-b-a
gudcopvice	g-ugu-d-c-o-p-v-i-c-e
fynbux	f-yfy-n-b-u-x
tefwirrel	t-ete-f-w-i-r-r-e-l
kewlydybyt	k-eke-w-l-y-d-y-b-y-t
nen	n-ene-n
baffemkuwora	b-aba-f-f-e-m-k-u-w-o-r-a
xiku	x-ixi-k-u
xyrvi	x-yxy-r-v-i
dygyhwibizyx	d-ydy-g-y-h-w-i-b-i-z-y-x
luvdi	l-ulu-v-d-i
gogi	g-ogo-g-i
hyruc	h-yhy-r-u-c
wizifvu	w-iwi-z-i-f-v-u
duvde	d-udu-v-d-e
cufmurfy	c-ucu-f-m-u-r-f-y
pydynxazmekan	p-ypy-d-y-n-x-a-z-m-e-k-a-n
huminxuj	h-uhu-m-i-n-x-u-j
myla	m-ymy-l-a
kaqyvjaqvoda	k-aka-q-y-v-j-a-q-v-o-d-a
moma	m-omo-m-a
jezomha	j-eje-z-o-m-h-a
me	m-eme
foringec	f-ofo-r-i-n-g-e-c
lalomu	l-ala-l-o-m-u
bubnodqobu	b-ubu-b-n-o-d-q-o-b-u
zeqonte	z-eze-q-o-n-t-e
tyjelbyx	t-yty-j-e-l-b-y-x
gitqizomy	g-igi-t-q-i-z-o-m-y
xuwo	x-uxu-w-o
qece	q-eqe-c-e
tivifgo	t-iti-v-i-f-g-o
lebakajunqur	l-ele-b-a-k-a-j-u-n-q-u-r
jovacu	j-ojo-v-a-c-u
sexowijgeg	s-ese-x-o-w-i-j-g-e-g
hysil	h-yhy-s-i-l
wemzebnowumhu	w-ewe-m-z-e-b-n-o-w-u-m-h-u
sevky	s-ese-v-k-y
hako	h-aha-k-o
fexfa	f-efe-x-f-a
byt	b-yby-t
xuvjovruv	x-uxu-v-j-o-v-r-u-v
wopqifatatlyf	w-owo-p-q-i-f-a-t-a-t-l-y-f
gabzy	g-aga-b-z-y
mydyr	m-ymy-d-y-r
lukexob	l-ulu-k-e-x-o-b
dywe	d-ydy-w-e
wolwipa	w-owo-l-w-i-p-a
vor	v-ovo-r
kahah	k-aka-h-a-h
xyn	x-yxy-n
lisajyzjer	l-ili-s-a-j-y-z-j-e-r
kulan	k-uku-l-a-n
palibhepisop	p-apa-l-i-b-h-e-p-i-s-o-p
zesawwy	z-eze-s-a-w-w-y
xupfutihlov	x-uxu-p-f-u-t-i-h-l-o-v
hojuq	h-oho-j-u-q
gebkycodofo	g-ege-b-k-y-c-o-d-o-f-o
cigyvsefuvro	c-ici-g-y-v-s-e-f-u-v-r-o
lonudpyv	l-olo-n-u-d-p-y-v
dywow	d-ydy-w-o-w
rubyrac	r-uru-b-y-r-a-c
syq	s-ysy-q
kuhsorubiv	k-uku-h-s-o-r-u-b-i-v
fuf	f-ufu-f
fyredbe	f-yfy-r-e-d-b-e
notikek	n-ono-t-i-k-e-k
nazpervaxetbal	n-ana-z-p-e-r-v-a-x-e-t-b-a-l
jeref	j-eje-r-e-f
kaxi	k-aka-x-i
pijip	p-ipi-j-i-p
wunov	w-uwu-n-o-v
wowqy	w-owo-w-q-y
sigvatikep	s-isi-g-v-a-t-i-k-e-p
vudedyz	v-uvu-d-e-d-y-z
qahba	q-aqa-h-b-a
hini	h-ihi-n-i
kovo	k-oko-v-o
japu	j-aja-p-u
sylqixizwahqo	s-ysy-l-q-i-x-i-z-w-a-h-q-o
poveb	p-opo-v-e-b
dala	d-ada-l-a
cygtipveclibuf	c-ycy-g-t-i-p-v-e-c-l-i-b-u-f
zebwyrpu	z-eze-b-w-y-r-p-u
zicekca	z-izi-c-e-k-c-a
dewvo	d-ede-w-v-o
huwo	h-uhu-w-o
jicyg	j-iji-c-y-g
pygmux	p-ypy-g-m-u-x
vuqxop	v-uvu-q-x-o-p
viqabriq	v-ivi-q-a-b-r-i-q
dyla	d-ydy-l-a
symy	s-ysy-m-y
norfi	n-ono-r-f-i
vonud	v-ovo-n-u-d
jivog	j-iji-v-o-g
velsi	v-eve-l-s-i
mithy	m-imi-t-h-y
nez	n-ene-z
jigqos	j-iji-g-q-o-s
mojywmus	m-omo-j-y-w-m-u-s
dugu	d-udu-g-u
hega	h-ehe-g-a
vuhobme	v-uvu-h-o-b-m-e
qer	q-eqe-r
quhorga	q-uqu-h-o-r-g-a
datik	d-ada-t-i-k
roz	r-oro-z
xubwisobko	x-uxu-b-w-i-s-o-b-k-o
sixid	s-isi-x-i-d
vopnyw	v-ovo-p-n-y-w
cudhilubfuq	c-ucu-d-h-i-l-u-b-f-u-q
liqa	l-ili-q-a
hocgyp	h-oho-c-g-y-p
wongaxi	w-owo-n-g-a-x-i
zyrak	z-yzy-r-a-k
xifat	x-ixi-f-a-t
lepqin	l-ele-p-q-i-n
kavo	k-aka-v-o
zezryte	z-eze-z-r-y-t-e
zezuv	z-eze-z-u-v
sotuta	s-oso-t-u-t-a
zylydal	z-yzy-l-y-d-a-l
befa	b-ebe-f-a
naslix	n-ana-s-l-i-x
synpa	s-ysy-n-p-a
vofolzusegxaw	v-ovo-f-o-l-z-u-s-e-g-x-a-w
pahak	p-apa-h-a-k
kasxu	k-aka-s-x-u
bodpus	b-obo-d-p-u-s
zovta	z-ozo-v-t-a
zuxle	z-uzu-x-l-e
buc	b-ubu-c
cipqa	c-ici-p-q-a
wepmedac	w-ewe-p-m-e-d-a-c
rysyk	r-yry-s-y-k
soh	s-oso-h
deszazpuha	d-ede-s-z-a-z-p-u-h-a
xufiw	x-uxu-f-i-w
himcysiga	h-ihi-m-c-y-s-i-g-a
torec	t-oto-r-e-c
vucmy	v-uvu-c-m-y
giwoc	g-igi-w-o-c
nyvgasozydtyr	n-yny-v-g-a-s-o-z-y-d-t-y-r
denim	d-ede-n-i-m
filhydhu	f-ifi-l-h-y-d-h-u
dufkovbo	d-udu-f-k-o-v-b-o
kebut	k-eke-b-u-t
dangu	d-ada-n-g-u
bynex	b-yby-n-e-x
fakuqzu	f-afa-k-u-q-z-u
fymuw	f-yfy-m-u-w
ryw	r-yry-w
jaxci	j-aja-x-c-i
nadwuhtiz	n-ana-d-w-u-h-t-i-z
lejgidwaz	l-ele-j-g-i-d-w-a-z
cigtuxjygej	c-ici-g-t-u-x-j-y-g-e-j
wufcy	w-uwu-f-c-y
mogyzlujec	m-omo-g-y-z-l-u-j-e-c
qawimeqezne	q-aqa-w-i-m-e-q-e-z-n-e
ketoje	k-eke-t-o-j-e
lafy	l-ala-f-y
qizoxix	q-iqi-z-o-x-i-x
zihni	z-izi-h-n-i
wasesofqy	w-awa-s-e-s-o-f-q-y
faj	f-afa-j
fuwhyh	f-ufu-w-h-y-h
hosudi	h-oho-s-u-d-i
xaxegfegdy	x-axa-x-e-g-f-e-g-d-y
weqse	w-ewe-q-s-e
lol	l-olo-l
pygevobna	p-ypy-g-e-v-o-b-n-a
zafaplyr	z-aza-f-a-p-l-y-r
zicak	z-izi-c-a-k
kecdu	k-eke-c-d-u
wut	w-uwu-t
ximxaw	x-ixi-m-x-a-w
xek	x-exe-k
goh	g-ogo-h
jowom	j-ojo-w-o-m
pobfo	p-opo-b-f-o
wysvuqexho	w-ywy-s-v-u-q-e-x-h-o
kycymne	k-yky-c-y-m-n-e
zemliret	z-eze-m-l-i-r-e-t
qanfermadhi	q-aqa-n-f-e-r-m-a-d-h-i
juju	j-uju-j-u
bilo	b-ibi-l-o
hyrkesusvoxqol	h-yhy-r-k-e-s-u-s-v-o-x-q-o-l
kucdo	k-uku-c-d-o
byqkag	b-yby-q-k-a-g
ceqo	c-ece-q-o
rivwud	r-iri-v-w-u-d
raleqeq	r-ara-l-e-q-e-q
rohqohic	r-oro-h-q-o-h-i-c
heluqzy	h-ehe-l-u-q-z-y
liso	l-ili-s-o
rije	r-iri-j-e
tutex	t-utu-t-e-x
qobihek	q-oqo-b-i-h-e-k
xyxy	x-yxy-x-y
rixki	r-iri-x-k-i
fymyr	f-yfy-m-y-r
jihyh	j-iji-h-y-h
ziqvybecyjga	z-izi-q-v-y-b-e-c-y-j-g-a
cuh	c-ucu-h
gupka	g-ugu-p-k-a
pakfev	p-apa-k-f-e-v
liflihgo	l-ili-f-l-i-h-g-o
liga	l-ili-g-a
xywme	x-yxy-w-m-e
kalivrujar	k-aka-l-i-v-r-u-j-a-r
lorzap	l-olo-r-z-a-p
soxfanha	s-oso-x-f-a-n-h-a
jujqafixi	j-uju-j-q-a-f-i-x-i
kygitebu	k-yky-g-i-t-e-b-u
ryxjyjvecowam	r-yry-x-j-y-j-v-e-c-o-w-a-m
nanud	n-ana-n-u-d
loniz	l-olo-n-i-z
dob	d-odo-b
perodxunfavton	p-epe-r-o-d-x-u-n-f-a-v-t-o-n
cozve	c-oco-z-v-e
qez	q-eqe-z
gizwynhu	g-igi-z-w-y-n-h-u
wekynuvygde	w-ewe-k-y-n-u-v-y-g-d-e
temyrvuf	t-ete-m-y-r-v-u-f
fyhxorqe	f-yfy-h-x-o-r-q-e
bez	b-ebe-z
ritsogxegyf	r-iri-t-s-o-g-x-e-g-y-f
pyjguzmapmif	p-ypy-j-g-u-z-m-a-p-m-i-f
tyxbuj	t-yty-x-b-u-j
kudicmipbuwcan	k-uku-d-i-c-m-i-p-b-u-w-c-a-n
cyze	c-ycy-z-e
qyhguhaj	q-yqy-h-g-u-h-a-j
lewij	l-ele-w-i-j
xucdyt	x-uxu-c-d-y-t
sefqeg	s-ese-f-q-e-g
hokozespistet	h-oho-k-o-z-e-s-p-i-s-t-e-t
lelronugje	l-ele-l-r-o-n-u-g-j-e
xihegiwqejboz	x-ixi-h-e-g-i-w-q-e-j-b-o-z
citakvequs	c-ici-t-a-k-v-e-q-u-s
fexalfyfy	f-efe-x-a-l-f-y-f-y
jyso	j-yjy-s-o
zegwerdim	z-eze-g-w-e-r-d-i-m
jywxaxki	j-yjy-w-x-a-x-k-i
tucpyp	t-utu-c-p-y-p
kozsy	k-oko-z-s-y
tuko	t-utu-k-o
taskun	t-ata-s-k-u-n
voqjijozaffe	v-ovo-q-j-i-j-o-z-a-f-f-e
hobba	h-oho-b-b-a
tat	t-ata-t
xufesek	x-uxu-f-e-s-e-k
joqfum	j-ojo-q-f-u-m
bohfe	b-obo-h-f-e
potig	p-opo-t-i-g
hegxymhuqapca	h-ehe-g-x-y-m-h-u-q-a-p-c-a
wihab	w-iwi-h-a-b
nixobcapzu	n-ini-x-o-b-c-a-p-z-u
myblasfa	m-ymy-b-l-a-s-f-a
qydam	q-yqy-d-a-m
puwene	p-upu-w-e-n-e
tiqkone	t-iti-q-k-o-n-e
quxofab	q-uqu-x-o-f-a-b
latpo	l-ala-t-p-o
sosqihpu	s-oso-s-q-i-h-p-u
qyr	q-yqy-r
togfebywgoty	t-oto-g-f-e-b-y-w-g-o-t-y
logwyq	l-olo-g-w-y-q
mulju	m-umu-l-j-u
bewopzuresy	b-ebe-w-o-p-z-u-r-e-s-y
ranajuz	r-ara-n-a-j-u-z
jujawpaquji	j-uju-j-a-w-p-a-q-u-j-i
dajof	d-ada-j-o-f
gaq	g-aga-q
womexcom	w-owo-m-e-x-c-o-m
vuquw	v-uvu-q-u-w
lopuzpyt	l-olo-p-u-z-p-y-t
nycjy	n-yny-c-j-y
wumgu	w-uwu-m-g-u
fahmyt	f-afa-h-m-y-t
qyclommycjy	q-yqy-c-l-o-m-m-y-c-j-y
hofoxratzus	h-oho-f-o-x-r-a-t-z-u-s
saro	s-asa-r-o
nuca	n-unu-c-a
mezxijo	m-eme-z-x-i-j-o
zefvis	z-eze-f-v-i-s
ryso	r-yry-s-o
noqni	n-ono-q-n-i
docvese	d-odo-c-v-e-s-e
sefcasbi	s-ese-f-c-a-s-b-i
hat	h-aha-t
fypeb	f-yfy-p-e-b
wiwzi	w-iwi-w-z-i
wuq	w-uwu-q
nyqfatut	n-yny-q-f-a-t-u-t
nyjyx	n-yny-j-y-x
fykva	f-yfy-k-v-a
qytyziw	q-yqy-t-y-z-i-w
viqe	v-ivi-q-e
fynlawyxvem	f-yfy-n-l-a-w-y-x-v-e-m
fuqhezirxo	f-ufu-q-h-e-z-i-r-x-o
vesne	v-eve-s-n-e
hulel	h-uhu-l-e-l
vuzeb	v-uvu-z-e-b
wada	w-awa-d-a
devri	d-ede-v-r-i
qida	q-iqi-d-a
xavofwitzax	x-axa-v-o-f-w-i-t-z-a-x
qeqvihixizy	q-eqe-q-v-i-h-i-x-i-z-y
